id,day,word,meaning,source
d12-058,12,garble,"왜곡하다, 혼동하다",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-059,12,gargantuan,거대한,https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-060,12,garish,"지나치게 화려한, 너무 요란한",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-061,12,garner,"수집하다, 모으다",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-062,12,garnish,장식하다,https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-063,12,garrulous,"지나치게 수다스러운
loquacious",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-064,12,gauche,"서투른, 세련되지 않은, 솜씨 없는",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-065,12,gaudy,"(옷, 장식) 지나치게 화려한, 세련되지 못한",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-066,12,gawky,"서투른, 어색한",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-067,12,generic,"일반적인, 포괄적인
inclusive",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-068,12,genial,"친절하고 쾌활한, 상냥한
affable",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-069,12,genteel,"품위있는, 우아한, 상류층의, 점잔빼는",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-070,12,genteelism,"품위 있는 말, 점잖은(체 하는) 말씨",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-071,12,germane,"(주제, 논의와) 관련 있는",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-072,12,gibberish,"이해할 수 없는 말, 글, 횡설수설",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-073,12,gibe,조롱(하다),https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-074,12,glacial,"빙하의, 매우 추운; (태도,눈빛) 매우 차가운; 매우 느린",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-075,12,glaring,"눈부시게 빛나는; (색) 지나치게 야한; 눈에 띄는, 뻔한",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-076,12,glean,"(정보 등을 조금씩, 힘겹게) 얻다, 모으다
obtain",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-077,12,glee,"큰 기쁨, 환희",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-078,12,glib,"(깊이 없이) 말만 유창한, 입심좋은",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-079,12,glimmer,"희미하게 빛나다; (희미하게) 깜빡이는 빛, 희미한 기미(표시)",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-080,12,gloat,"자신의 성취에 우쭐하다, 남의 불행을 고소하게 여기다",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-081,12,gloss,"~에 주를 달다, ~을 주해(주석)하다; (over) 속이다, 둘러대다, 얼버무리다; 주석, 짧은 설명; 광택; 화려한 외관, 허울",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-082,12,glut,"과도, 과다
surfeit",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-083,12,glutton,"식신, 식탐이 강한 사람",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-084,12,goad,"막대기로 찌르다, 자극하다, 선동하다",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-085,12,gorge,"협곡, 좁은 골짜기; 잔뜩(실컷) 먹다",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-086,12,gossamer,"매우 얇은, 섬세한; (비유적) 논리가 약하고 뻔한",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-087,12,gouge,"바가지 씌우다, (돈) 사취하다, 속이다",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-088,12,gourmand,"미식가, 대식가",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-089,12,graft,"접목시키다, 접붙이다",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-090,12,grandiloquent,"과장된, 허풍떠는",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-091,12,grandiose,"(겉모습, 외양) 웅장한, 장엄한; (계획) 거창한; 허풍떠는",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-092,12,grandstand,"(관객, 미디어로부터) 주목 받으려 하다, (관객을 의식하여) 화려한 플레이를 하다",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-093,12,graphic,아주 생생한,https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-094,12,gratify,"만족시키다
please",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-095,12,grating,"(소리가) 삐걱거리는, 듣기 싫은; (모양, 행동이) 거슬리는, 보기 싫은",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-096,12,gratuitous,"무료의, 필요 없는, 근거 없는",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-097,12,grave,"엄숙한, 진지한; 심각한",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-098,12,gravelly,"자갈같은, 자갈소리가 나는, (목소리) 걸걸한, 귀에 거슬리는",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-099,12,gravitas,진지함,https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d12-100,12,gregarious,"군집성의, 사교적인",https://quizlet.com/kr/1208393194/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-12-flash-cards
d13-001,13,gridlock,"(정치) 교착 상태, 정체 상태",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-002,13,grievous,"심각한, 중대한; 슬픈",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-003,13,grill,엄중히 심문하다; 취조하다,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-004,13,grim,"엄격한, 단호한, 잔인한, 무서운, 섬뜩한, 무시무시한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-005,13,grimace,"찡그림; (병,고통 등으로) 찡그리다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-006,13,gripe,"(사소한 일에) 불평하다; 불평, 불만",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-007,13,gripping,"주의를 끄는, 흥미로운, 재미있는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-008,13,gritty,"용감한, 단호한, 투지가 있는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-009,13,grouch,"불평꾼, 짜증 잘내는 사람; 불평, 불만",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-010,13,groundless,"근거 없는
unwarranted",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-011,13,groveling,"비굴한, 아첨하는; 기는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-012,13,grudge,"원한, 유감",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-013,13,grueling,"몹시 힘든, 녹초로 만드는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-014,13,gruesome,"소름끼치는, 오싹하는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-015,13,gruff,"퉁명스런, (목소리) 거친, 쉰",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-016,13,grumble,"투덜거리다, 불평하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-017,13,guarded,"조심하는, 신중한; 보호받는, 감시받는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-018,13,guile,"속임수, 꾀, 술책",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-019,13,guileless,"속이지 않는, 정직한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-020,13,gull,속이다,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-021,13,gullible,잘 속는,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-022,13,gust,"(갑자기) 획 부는 바람, 돌풍",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-023,13,guzzle,"폭식하다, 폭음하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-024,13,hackneyed,진부한,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-025,13,haggle,"(가격을 두고) 흥정하다, 실랑이를 벌이다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-026,13,hail,"환호하다, 칭송하다, 일컫다
acclaim",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-027,13,halcyon,"평온한, 행복한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-028,13,halfhearted,"열정이 없는, 내키지 않는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-029,13,hallmark,(전형적인) 특징[특질]; (귀금속의) 품질 보증 마크,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-030,13,hallow,"거룩히 여기다, 신성하게 하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-031,13,hallucination,환각,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-032,13,halo,"빛번짐, 광륜",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-033,13,ham-handed,"서투른, 실수하는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-034,13,hamper,"막다, 방해하다
impede",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-035,13,hamstring,"1. 다리를 절게하다
2. 무력화하다, 좌절시키다, 방해하다 impair",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-036,13,hankering,갈망,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-037,13,haphazard,"아무렇게나, 되는대로
random",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-038,13,hapless,불운한,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-039,13,happenstance,"우연
chance",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-040,13,harangue,"장광설; 비난, 질책; 장괄설로 열변을 토하다, 질책하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-041,13,harbinger,전조,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-042,13,harbor,"피난처를 제공하다, 숨겨주다; (생각, 감정 등) 숨기고 있다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-043,13,hard-boiled,"비정한, 무정한, 감상적이지 않은, 감정에 치우치지 않는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-044,13,hard-nosed,"냉철한, 현실적인; 강경한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-045,13,hardheaded,"완고한, 고집센; 현실적인, 빈틈없는, 냉정한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-046,13,hard-pressed,"애를 먹고 있는, 힘들어 하는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-047,13,hardy,"강건한, 용감한; (척박한 환경에) 강한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-048,13,harrow,"괴롭히다, 못살게 굴다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-049,13,harry,"괴롭히다, 못살게 굴다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-050,13,hasten,"서두르다, 재촉하다, 앞당기다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-051,13,hasty,"성급한, 서두르는, 경솔한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-052,13,haughty,"거만한, 오만한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-053,13,haunt,"자주 가는 장소; (어떤 장소에) 귀신이 나타나다, (어떤 생각이) 계속 떠오르다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-054,13,hauteur,"오만함, 거만함, 거만(한 태도)",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-055,13,haven,항구; 피난처,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-056,13,havoc,"대파괴, 황폐, 대혼란",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-057,13,headlong,"무모하게, 성급하게",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-058,13,headstrong,고집 센,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-059,13,heart-rending,"마음을 찢어지게 하는, 매우 슬픈",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-060,13,hearten,"용기, 기운을 북돋어주다, 격려하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-061,13,heartless,"무정한, 비정한, 차가운",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-062,13,heated,"화난, 격렬한; 열렬한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-063,13,heavy-handed,"서투른, 솜씨없는; 고압적인, 가혹한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-064,13,heckle,"괴롭히다; 방해하다, 야유를 퍼붓다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-065,13,hedge,"제한하다, 조건을 붙이다; 분산 투자해서 보호하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-066,13,hedonism,쾌락주의,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-067,13,heed,주의를 기울이다,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-068,13,heinous,(행동) 극악한,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-069,13,heirloom,(집안의) 가보,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-070,13,helter-skelter,"허둥지둥, 허겁지겁 하는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-071,13,herald,"알리다, 예고하다, 발표하다; 전조",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-072,13,heretic,"(일반적인 믿음을) 따르지 않는 사람, 이단자",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-073,13,heretofore,"이제까지, 여태까지",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-074,13,hermetic,"밀봉, 밀폐된; 난해한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-075,13,heroic,"영웅적인, 용감한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-076,13,heterodox,"이단, 이설, 이교의",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-077,13,heterogeneous,"다양한, 이질적인
disparate, dissimilar",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-078,13,hew to,"따르다, 준수하다, 신봉하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-079,13,heyday,전성기,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-080,13,hidebound,"완고한, 매우 보수적인",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-081,13,hierarchy,"계급, 계층",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-082,13,hieroglyph,상형문자,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-083,13,hinge upon,"(전적으로) ~에 달려있다, ~에 좌우된다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-084,13,hiss,"쉿 소리를 내다; 야유하다, (화난 어조로) 낮게 말하다 ('쉿'하고 말하다)",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-085,13,histrionic,"배우의, 연기의; 꾸민듯한, 과장된; 연기성 인격장애의, 관심을 지나치게 끌려하는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-086,13,hitch,"문제, 장애, 곤란한 일
snag",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-087,13,hitherto,"지금까지, 여태까지",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-088,13,hoard,"보관하다, (몰래) 저장하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-089,13,hoarse,"(목소리가) 거친, 쉰 소리가 나는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-090,13,hoary,"(머리카락이) 하얗게 센, 백발인; (너무 오래되어) 재미없는, 시들한",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-091,13,hoax,짓궂은 속임수; 속이다,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-092,13,hobble,"다리를 절게 하다; (활동, 성장 등을) 방해하다, 제한하다",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-093,13,hodgepodge,"뒤범벅, 잡탕
patchwork, pastiche, jumble",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-094,13,hoist,들어올리다,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-095,13,hollow,"텅 빈, 내용없는",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-096,13,homage,존경,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-097,13,homily,설교; 지루한 도덕적 훈계,https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-098,13,homogeneous,"동종의, 균질의, 비슷한
uniform",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-099,13,hone,"1. 숫돌
2. 날카롭게 하다, 연마하다 enhance",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d13-100,13,hortative,"(조언, 연설 등이) 격려하는, 충고의, 권고적인
didactic",https://quizlet.com/kr/1208393683/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-13-flash-cards
d14-001,14,hospitable,"친절한, 대접을 잘 하는",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-002,14,hubris,"지나친 자신감, 오만함",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-003,14,huddle,떼지어 모이다; 뒤죽박죽 쌓아 올리다,https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-004,14,hue,"색깔, 색조",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-005,14,humble,"초라한, 누추한",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-006,14,humdrum,"단조로운, 재미없는",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-007,14,humiliate,굴욕감을 주다,https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-008,14,humility,"겸손
modesty",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-009,14,hunch,"예감, 직감, 느낌",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-010,14,husband,"아껴쓰다, 절약하다",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-011,14,hybrid,"잡종, 잡종의; 혼성체, 혼합물",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-012,14,hyperbole,"과장된 말, 과장법
exaggeration",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-013,14,hypnotic,"최면에 걸리게 하는, 잠이 오게 하는",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-014,14,hypocritical,위선적인,https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-015,14,hypostatize,"실체화하다, 사실처럼 다루다, 사실로 묘사하다",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-016,14,hypothetical,가설의,https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-017,14,iconoclastic,"인습 타파의, 우상 파괴의",https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
d14-018,14,idiocy,우둔함,https://quizlet.com/kr/1208393879/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-14-flash-cards
